Source,Description,ID,Units,Link,Analyzed timeframe ,Link,Resolution,Data access,Source,Category,Reference
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO10_=_Mean_temperature_of_warmest_quarter:_mean,MERRAclimmin_00s_bio10,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO11_=_Mean_temperature_of_coldest_quarter:_mean,MERRAclimmin_00s_bio11,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO12_=_Annual_precipitation:_mean,MERRAclimmin_00s_bio12,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO13_=_Precipitation_of_wettest_month:_mean,MERRAclimmin_00s_bio13,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO14_=_Precipitation_of_driest_month:_mean,MERRAclimmin_00s_bio14,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO15_=_Precipitation_seasonality_(coefficient_of_variation):_mean,MERRAclimmin_00s_bio15,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO16_=_Precipitation_of_wettest_quarter:_mean,MERRAclimmin_00s_bio16,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO17_=_Precipitation_of_driest_quarter:_mean,MERRAclimmin_00s_bio17,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO18_=_Precipitation_of_warmest_quarter:_mean,MERRAclimmin_00s_bio18,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO19_=_Precipitation_of_coldest_quarter:_mean,MERRAclimmin_00s_bio19,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
Global aboveground and belowground biomass carbon density maps for the year 2010,Aboveground  biomass carbon density,ORNL_aboveground_biomass,MgC_ha-1,https://daac.ornl.gov/VEGETATION/guides/Global_Maps_C_Density_2010.html,2010,https://daac.ornl.gov/VEGETATION/guides/Global_Maps_C_Density_2010.html,0.027°,5-Feb-21,Model,Productivity,"Spawn, S.A., and H.K. Gibbs. 2020. Global Aboveground and Belowground Biomass Carbon Density Maps for the Year 2010. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1763"
Global aboveground and belowground biomass carbon density maps for the year 2010,Aboveground  biomass carbon density,ORNL_belowground_biomass,MgC_ha-1,https://daac.ornl.gov/VEGETATION/guides/Global_Maps_C_Density_2010.html,2010,https://daac.ornl.gov/VEGETATION/guides/Global_Maps_C_Density_2010.html,0.027°,5-Feb-21,Model,Productivity,"Spawn, S.A., and H.K. Gibbs. 2020. Global Aboveground and Belowground Biomass Carbon Density Maps for the Year 2010. ORNL DAAC, Oak Ridge, Tennessee, USA. https://doi.org/10.3334/ORNLDAAC/1763"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_annual_PET,Envirem_annual_PET,mm_/_year,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Aridity_Index_Thornthwaite,Envirem_Aridity_Index_Thornthwaite,Index,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Climatic_Moisture_Index,Envirem_Climatic_Moisture_Index,Index,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Continentality,Envirem_Continentality,Index,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Emberger_pluviothermic_quotient,Envirem_Emberger_pluviothermic_quotient,Index,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Precipitation,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Growing_Degree_Days_0C,Envirem_Growing_Degree_Days_0C,days,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Growing_Degree_Days_5C,Envirem_Growing_Degree_Days_5C,days,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Max_Temp_Coldest_Month,Envirem_Max_Temp_Coldest_Month,Celsius,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Min_Temp_Warmest_Month,Envirem_Min_Temp_Warmest_Month,Celsius,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Month_Count_By_Temp_10C,Envirem_Month_Count_By_Temp_10C,months,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_PET_Coldest_Quarter,Envirem_PET_Coldest_Quarter,mm/month,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_PET_Driest_Quarter,Envirem_PET_Driest_Quarter,mm/month,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_PET_seasonality,Envirem_PET_seasonality,mm/month,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_PET_Warmest_Quarter,Envirem_PET_Warmest_Quarter,mm/month,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_PET_Wettest_Quarter,Envirem_PET_Wettest_Quarter,mm/month,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Drought stress,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
ENVIREM:_ENVIronmental_Rasters_for_Ecological_Modeling_version_1.0,Envirem_Thermicity_Index,Envirem_Thermicity_Index,Index,http://envirem.github.io/#downloads,1960-1990,http://envirem.github.io/#downloads,30 arc-second,10/15/21,Satellite,Temperature,"Title, P.O. and Bemmels, J.B. (2018), ENVIREM: an expanded set of bioclimatic and topographic variables increases flexibility and improves performance of ecological niche modeling. Ecography, 41: 291-307. https://doi.org/10.1111/ecog.02880"
GPP from Vegetation Photosynthesis Model,GPP based on vegetation phosotynthesis model (VPM),GPP_VPM,g C m_2 day_1,https://figshare.com/collections/A_global_moderate_resolution_dataset_of_gross_primary_production_of_vegetation_for_2000-2016/3789814,2000-2016,https://figshare.com/collections/A_global_moderate_resolution_dataset_of_gross_primary_production_of_vegetation_for_2000-2016/3789814,0.05°,10/15/21,Satellite,Productivity,"Zhang, Yao; Xiao, Xiangming; Wu, Xiaocui; Zhou, Sha; Zhang, Geli; Qin, Yuanwei; et al. (2017): A global moderate resolution dataset of gross primary production of vegetation for 2000-2016. figshare. Collection. https://doi.org/10.6084/m9.figshare.c.3789814.v1 "
ESA CCI Biomass Climate Change Initiative (CCI) ,ESACCI_Aboveground biomass,ESACCI_Aboveground biomass,tons/ha,https://catalogue.ceda.ac.uk/uuid/84403d09cef3485883158f4df2989b0c,2017,https://catalogue.ceda.ac.uk/uuid/84403d09cef3485883158f4df2989b0c,500 m,2/5/21,Satellite,Productivity,"Santoro, M.; Cartus, O. (2021): ESA Biomass Climate Change Initiative (Biomass_cci): Global datasets of forest above-ground biomass for the years 2010, 2017 and 2018, v2. Centre for Environmental Data Analysis, 17 March 2021. doi:10.5285/84403d09cef3485883158f4df2989b0c."
NASA’s Goddard Institute for Space Studies’ (GISS),GISS_Global_temperature_anomaly_monthly_spring,GISS_Global_temperature_anomaly_monthly_spring,Celsius,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_LSTAD_M,2001-2009,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_LSTAD_M,0.5°,1/15/21,Satellite,Temperature,"Lenssen, N., G. Schmidt, J. Hansen, M. Menne, A. Persin, R. Ruedy, and D. Zyss, 2019: Improvements in the GISTEMP uncertainty model. J. Geophys. Res. Atmos., 124, no. 12, 6307-6326, doi:10.1029/2018JD029522."
NASA’s Goddard Institute for Space Studies’ (GISS),GISS_Global_temperature_anomaly_montly_summer,GISS_Global_temperature_anomaly_montly_summer,Celsius,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_LSTAD_M,2001-2009,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=MOD_LSTAD_M,0.5°,1/15/21,Satellite,Temperature,"Lenssen, N., G. Schmidt, J. Hansen, M. Menne, A. Persin, R. Ruedy, and D. Zyss, 2019: Improvements in the GISTEMP uncertainty model. J. Geophys. Res. Atmos., 124, no. 12, 6307-6326, doi:10.1029/2018JD029522."
NASA’s Goddard Institute for Space Studies’ (GISS),GISS_Global_temperature_anomaly_yearly,GISS_Global_temperature_anomaly_yearly,Celsius,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=GISS_TA_M,2001-2009,https://neo.sci.gsfc.nasa.gov/view.php?datasetId=GISS_TA_M,0.1°,1/15/21,Satellite,Temperature,"Lenssen, N., G. Schmidt, J. Hansen, M. Menne, A. Persin, R. Ruedy, and D. Zyss, 2019: Improvements in the GISTEMP uncertainty model. J. Geophys. Res. Atmos., 124, no. 12, 6307-6326, doi:10.1029/2018JD029522."
NTSG_UMT_MODIS_Global_Terrestrial_Drought_Severity_Index,MODIS_Global_Terrestrial_Drought_Severity_Index_annual,MODIS_Global_Terrestrial_Drought_Severity_Index,Index,http://files.ntsg.umt.edu/data/NTSG_Products/DSI/Annual/,2001-2009,http://files.ntsg.umt.edu/data/NTSG_Products/DSI/Annual/,0.05°,1/15/21,Satellite,Drought stress,"Mu, Q., Zhao, M., Kimball, J. S., McDowell, N. G., & Running, S. W. (2013). A Remotely Sensed Global Terrestrial Drought Severity Index, Bulletin of the American Meteorological Society, 94(1), 83-98."
